URLs Downloaded, size, # of outlinks found, content-type
https://www.cnn.com/videos/health/2016/08/20/elizabeth-smart-pornography-role-in-abduction-jnd-orig-vstan.cnn,1809148,203,text/html
https://www.cnn.com/travel/article/isla-mujeres-mexico/index.html,116712,54,text/html
https://www.cnn.com/videos/health/2017/04/03/living-to-100-dr-sanjay-gupta-outside-with-nature.cnn/video/playlists/living-to-100/,1789932,204,text/html
https://www.cnn.com/videos/tech/2014/05/27/cot-overview-animation.cnn/video/playlists/city-of-tomorrow/,1763792,194,text/html
https://www.cnn.com/2018/08/09/opinions/nasa-sends-probe-sun-lincoln/index.html,1719101,204,text/html
https://www.cnn.com/videos/tech/2014/05/25/cot-boston-benches.cnn/video/playlists/city-of-tomorrow/,1764245,193,text/html
https://www.cnn.com/travel/article/rottnest-island-australia/index.html,199591,77,text/html
https://www.cnn.com/videos/living/2016/10/26/national-pumpkin-day-orig.cnn,1801921,203,text/html
https://www.cnn.com/videos/tech/2014/07/08/cot-doha-museum-islamic-art.cnn/video/playlists/city-of-tomorrow/,1764014,193,text/html
https://www.cnn.com/travel/article/sombra-mezcal-oaxaca-mexico/index.html,105047,50,text/html
https://www.cnn.com/travel/article/places-to-visit-march/index.html,152710,87,text/html
https://www.cnn.com/videos/tech/2014/05/25/cot-seattle-green-office.cnn/video/playlists/city-of-tomorrow/,1764772,193,text/html
https://www.cnn.com/videos/tv/2015/06/18/the-seventies-vietnam-war-iconic-photograph-orig.cnn/video/playlists/the-seventies-orig-video/,1747340,190,text/html
https://www.cnn.com/2018/07/20/us/nasa-parker-solar-probe/index.html,1785681,243,text/html
https://www.cnn.com/travel/article/things-to-do-san-luis-potosi-mexico/index.html,157965,57,text/html
https://www.cnn.com/videos/living/2016/05/23/office-with-a-view-phoenix.cnn,1715968,179,text/html
https://www.cnn.com/videos/us/2016/04/13/way-up-there-hi-seas-mars-mission-dome-on-volcano-cm-orig.cnn/video/playlists/mars-exploration/,1794527,202,text/html
https://www.cnn.com/travel/article/things-to-do-oaxaca-mexico/index.html,156559,64,text/html
https://www.cnn.com/videos/health/2014/08/01/cnn-orig-living-to-100-dr-sanjay-gupta-music-therapy.cnn/video/playlists/living-to-100/,1789913,203,text/html
https://www.cnn.com/2018/05/20/opinions/erosion-sea-level-rise-scientific-analysis-lincoln/index.html,1715812,198,text/html
https://www.cnn.com/travel/article/qantas-super-constellation-restored/index.html,140199,54,text/html
https://www.cnn.com/videos/us/2015/07/16/the-seventies-summer-blockbuster-movies-jaws-star-wars-orig.cnn/video/playlists/the-seventies-orig-video/,1748816,190,text/html
https://www.cnn.com/videos/living/2017/02/02/water.cnn,1801649,202,text/html
https://www.cnn.com/travel/article/best-dishes-taste-of-manila-parts-unknown/index.html,208033,63,text/html
https://www.cnn.com/travel/article/things-to-do-merida-mexico/index.html,151237,61,text/html
https://www.cnn.com/videos/tv/2015/11/26/nasa-mars-mouse-cheshire-cat-galaxies-daily-hit-newday.cnn/video/playlists/mars-exploration/,1794428,203,text/html
https://www.cnn.com/travel/article/most-exclusive-hotels-world/index.html,333664,121,text/html
https://www.cnn.com/specials/photos/throwback-thursday,1808746,368,text/html
https://www.cnn.com/videos/health/2017/04/03/living-to-100-dr-sanjay-gupta-best-diet.cnn/video/playlists/living-to-100/,1790640,204,text/html
https://www.cnn.com/travel/article/rotorua-new-zealand-travel/index.html,175586,74,text/html
https://www.cnn.com/videos/us/2015/06/12/orig-watergate-scandal-the-seventies.cnn/video/playlists/the-seventies-orig-video/,1746828,190,text/html
https://www.cnn.com/travel/article/new-zealand-human-slingshot/index.html,99056,45,text/html
https://www.cnn.com/travel/article/luxury-vacations-mexico/index.html,200182,70,text/html
https://www.cnn.com/videos/us/2015/04/10/crane-nasa-proof-of-alien-life-orig.cnn/video/playlists/mars-exploration/,1793885,202,text/html
https://www.cnn.com/2016/04/15/health/humans-responsible-for-neanderthal-extinction-by-transferring-diseases/index.html,1622159,217,text/html
https://www.cnn.com/2016/06/09/asia/indonesia-flores-hobbits-trnd/index.html,1732618,194,text/html
https://www.cnn.com/videos/tv/2015/06/05/orig-can-you-guess-70s-television-theme-song.cnn/video/playlists/the-seventies-orig-video/,1748028,189,text/html
https://www.cnn.com/videos/cnnmoney/2016/09/28/astronaut-scott-kelly-mars-cnnmoney.cnn/video/playlists/mars-exploration/,1794571,201,text/html
https://www.cnn.com/travel/article/loch-ness-monster-film-prop-found/index.html,158774,43,text/html
https://www.cnn.com/travel/article/asia-best-beaches/index.html,175534,69,text/html
https://www.cnn.com/travel/article/scotland-north-coast-road-trip-nc500/index.html,120993,47,text/html
https://www.cnn.com/videos/us/2015/07/10/orig-the-seventies-biggest-star-wars-collection-in-the-world.cnn/video/playlists/the-seventies-orig-video/,1749284,190,text/html
https://www.cnn.com/travel/article/disneyland-book/index.html,201385,60,text/html
https://www.cnn.com/2016/11/16/world/cop22-photo-award/index.html,1767525,230,text/html
https://www.cnn.com/videos/living/2015/08/07/nike-waffle-sole-shoes-seventies-orig.cnn/video/playlists/the-seventies-orig-video/,1748060,190,text/html
https://www.cnn.com/travel/article/scotland-haunting-battlefields/index.html,174669,66,text/html
https://www.cnn.com/videos/us/2015/10/30/orig-ff-strongest-material-graphene-pioneers.cnn/video/playlists/pioneers-orig/,1751902,192,text/html
https://www.cnn.com/travel/article/south-korea-coffee-artist/index.html,128285,45,text/html
https://www.cnn.com/travel/article/insider-guide-seoul/index.html,236736,58,text/html
https://www.cnn.com/travel/article/seoul-best-bars/index.html,123242,46,text/html
https://www.cnn.com/travel/article/belinda-leong-b-patisserie-san-francisco/index.html,189528,66,text/html
https://www.cnn.com/travel/article/seoul-korea-winter/index.html,162538,62,text/html
https://www.cnn.com/travel/article/how-to-celebrate-royal-wedding-harry-meghan/index.html,217703,73,text/html
https://www.cnn.com/videos/tech/2015/10/02/ff-orig-lab-grown-brains-cure-cancer-organoids-pioneers.cnn/video/playlists/pioneers-orig/,1751686,192,text/html
https://www.cnn.com/travel/article/seoul-noryangjin-fish-market/index.html,101682,43,text/html
https://www.cnn.com/travel/article/philippines-best-beaches-and-islands/index.html,253848,75,text/html
https://www.cnn.com/travel/article/skiing-south-korea-pyeongchang/index.html,152249,62,text/html
https://www.cnn.com/travel/article/lake-tahoe-best-beaches/index.html,145523,54,text/html
https://www.cnn.com/travel/article/remote-hotels-philippines-luxury-resorts/index.html,213735,68,text/html
https://www.cnn.com/videos/tech/2015/10/02/orig-zp-nuclear-fusion-power-pioneers.cnn/video/playlists/pioneers-orig/,1750961,192,text/html
https://www.cnn.com/travel/article/worlds-busiest-flight-routes/index.html,123493,47,text/html
https://www.cnn.com/travel/article/seoul-best-luxury-hotels/index.html,117299,48,text/html
https://www.cnn.com/travel/article/haunted-places/index.html,162455,57,text/html
https://www.cnn.com/travel/article/winchester-mystery-house-california/index.html,136651,50,text/html
https://www.cnn.com/videos/us/2015/05/14/crane-mars-blue-sunset-curiosity-rover-orig.cnn-nasa/video/playlists/mars-exploration/,1797217,205,text/html
https://www.cnn.com/travel/article/hottest-new-global-restaurant-openings-2018/index.html,251936,93,text/html
https://www.cnn.com/travel/article/worlds-best-hotel-gyms/index.html,194452,67,text/html
https://www.cnn.com/videos/tech/2015/10/02/orig-dc-mining-asteroids-pioneers.cnn/video/playlists/pioneers-orig/,1750885,192,text/html
https://www.cnn.com/travel/article/seoul-best-korean-restaurants/index.html,152243,55,text/html
https://www.cnn.com/travel/article/boracay-island-resorts/index.html,122202,50,text/html
https://www.cnn.com/travel/article/world-shortest-air-routes/index.html,143771,63,text/html
https://www.cnn.com/travel/article/things-to-do-union-square-san-francisco/index.html,173855,67,text/html
https://www.cnn.com/travel/article/eating-korea-food-guide/index.html,170878,58,text/html
https://www.cnn.com/videos/health/2018/07/25/mars-subsurface-water-lake-evidence-explainer-orig-rf.cnn/video/playlists/mars-exploration/,1796370,203,text/html
https://www.cnn.com/videos/politics/2015/07/24/1970s-the-other-september-11-js-origwx.cnn/video/playlists/the-seventies-orig-video/,1704684,87,text/html
https://www.cnn.com/travel/article/which-san-francisco-airport/index.html,127022,56,text/html
https://www.cnn.com/videos/tech/2015/10/02/orig-jr-pioneers-overview-animation.cnn/video/playlists/pioneers-orig/,1751334,192,text/html
https://www.cnn.com/travel/article/wigtown-bookshop-vacation/index.html,148318,71,text/html
https://www.cnn.com/travel/article/asia-best-fresh-markets-chefs/index.html,271236,73,text/html
https://www.cnn.com/videos/tech/2018/06/07/organic-matter-found-mars-orig-dlewis-vstop.cnn/video/playlists/mars-exploration/,1801796,204,text/html
https://www.cnn.com/videos/tv/2015/07/20/the-seventies-anita-bryant.cnn/video/playlists/atv-the-seventies/,1838083,216,text/html
https://www.cnn.com/travel/article/california-best-coastal-hotels/index.html,159453,59,text/html
https://www.cnn.com/videos/tv/2015/06/19/ending-vietnam-war-the-seventies.cnn/video/playlists/atv-the-seventies/,1840647,219,text/html
https://www.cnn.com/videos/tv/2015/07/03/the-seventies-atari-pong-video-game-creator-orig.cnn/video/playlists/the-seventies-orig-video/,1746715,190,text/html
https://www.cnn.com/videos/tv/2015/06/05/unforgettable-tv-characters-the-seventies.cnn/video/playlists/atv-the-seventies/,1841456,218,text/html
https://www.cnn.com/travel/article/scottish-sleeper-trains/index.html,167053,66,text/html
https://www.cnn.com/2017/05/16/health/cheating-internet-sex-kerner/index.html,1628590,217,text/html
https://www.cnn.com/2013/10/21/us/nasa-fast-facts/index.html,1899547,304,text/html
https://www.cnn.com/videos/tv/2015/06/23/vietnam-pows-seventies.cnn/video/playlists/atv-the-seventies/,1839182,218,text/html
https://www.cnn.com/videos/tv/2015/06/05/family-hour-free-speech-the-seventies.cnn/video/playlists/atv-the-seventies/,1839418,216,text/html
https://www.cnn.com/travel/article/disneyland-alcohol-california/index.html,120626,54,text/html
https://www.cnn.com/videos/tv/2015/11/26/nasa-mars-mouse-cheshire-cat-galaxies-daily-hit-newday.cnn/video/playlists/bugs-and-critters/,1795489,203,text/html
https://www.cnn.com/travel/article/europe-best-castle-hotels/index.html,190530,78,text/html
https://www.cnn.com/videos/tv/2015/06/03/cultural-barriers-television-the-seventies.cnn/video/playlists/atv-the-seventies/,1839130,216,text/html
https://www.cnn.com/2018/02/09/us/nasa-new-horizons-record-pictures-trnd/index.html,1712880,279,text/html
https://www.cnn.com/videos/us/2015/07/23/mayflies-shutdown-bridge-savanna-sabula-iowa-duplicate-2.wqad/video/playlists/bugs-and-critters/,1797706,202,text/html
https://www.cnn.com/videos/tech/2016/04/30/astronaut-controls-robot-rover-from-space-vstan-jnd-orig.cnn/video/playlists/mars-exploration/,1794952,202,text/html
https://www.cnn.com/videos/tech/2015/10/30/orig-pioneers-epibone-human-bones-from-fat.cnn/video/playlists/pioneers-orig/,1751942,192,text/html
https://www.cnn.com/videos/tech/2015/03/30/cyborg-cockroaches-find-disaster-survivors-orig.cnn/video/playlists/bugs-and-critters/,1795559,201,text/html
https://www.cnn.com/videos/us/2015/09/22/pizza-rat-ny-viral-moos-pkg-erin.cnn/video/playlists/bugs-and-critters/,1796030,204,text/html
https://www.cnn.com/travel/article/koala-airplane/index.html,109438,57,text/html
https://www.cnn.com/specials/health/your-body,1650433,247,text/html
https://www.cnn.com/videos/world/2015/09/03/deep-sea-creature-stuns-explorers-orig-dlewis.cnn/video/playlists/bugs-and-critters/,1798217,205,text/html
https://www.cnn.com/2013/10/26/living/relationships-polyamory/index.html,1782522,216,text/html
https://www.cnn.com/videos/travel/2016/02/23/insect-pasta-france-orig.cnn/video/playlists/bugs-and-critters/,1794937,201,text/html
https://www.cnn.com/videos/us/2016/04/18/cicadas-prepare-to-emerge-wbns-dnt.wbns/video/playlists/bugs-and-critters/,1796961,203,text/html
https://www.cnn.com/videos/tv/2015/07/20/the-seventies-phyllis-schlafly.cnn/video/playlists/atv-the-seventies/,1838017,216,text/html
https://www.cnn.com/2015/08/24/health/couples-share-childcare-burden/index.html,1794955,228,text/html
https://www.cnn.com/videos/us/2015/10/30/orig-human-dna-genome-editing-crispr-cas9-wooly-mammoth-pioneers.cnn/video/playlists/pioneers-orig/,1752638,192,text/html
https://www.cnn.com/videos/us/2015/10/23/long-lost-parachute-beaver-footage-cnni.cnn/video/playlists/bugs-and-critters/,1795678,203,text/html
http://www.cnn.com/2010/HEALTH/01/07/sex.health.benefits/,41935,33,text/html
https://www.cnn.com/2015/06/29/health/same-sex-marriage-health/index.html,1608562,215,text/html
https://www.cnn.com/travel/article/things-to-do-dunedin-new-zealand/index.html,166592,70,text/html
https://www.cnn.com/videos/topvideos/2013/04/26/dnt-toad-found-in-green-beans.wbnd/video/playlists/bugs-and-critters/,1795400,200,text/html
https://www.cnn.com/videos/us/2015/10/22/nasa-space-launch-system-rocket-mars-vstan-orig-cws.cnn/video/playlists/mars-exploration/,1797498,204,text/html
https://www.cnn.com/travel/article/sudan-pyramids-travel/index.html,159180,51,text/html
https://www.cnn.com/2017/06/05/africa/george-rodger-nuba-latuka-sudan/index.html,1626140,212,text/html
https://www.cnn.com/2016/09/09/health/great-plague-of-london-dna-skeletons/index.html,1740325,215,text/html
https://www.cnn.com/videos/us/2015/10/30/orig-ff-satellite-internet-oneweb-pioneers.cnn/video/playlists/pioneers-orig/,1751350,192,text/html
https://www.cnn.com/2017/04/18/middleeast/egypt-tombs-mummies/index.html,1717253,196,text/html
https://www.cnn.com/videos/travel/2016/03/21/twl-journeys-bhutan.cnn/video/playlists/wonder-list-bill-weir/,1819999,213,text/html
https://www.cnn.com/videos/tech/2015/10/02/orig-ec-engineering-carbon-reduction-sinks-pioneers.cnn/video/playlists/pioneers-orig/,1751215,192,text/html
https://www.cnn.com/2016/08/15/health/holes-in-the-head/index.html,1625788,212,text/html
https://www.cnn.com/videos/us/2016/01/14/pita-rat-herald-square-new-york.cnn/video/playlists/bugs-and-critters/,1795297,201,text/html
https://www.cnn.com/videos/living/2015/11/02/exercise-to-ward-off-diabetes-complications.cnn/video/playlists/your-body-sponsored/,1739534,188,text/html
https://www.cnn.com/videos/world/2018/09/05/prince-harry-meghan-markle-wellchild-awards-gb-lon-orig.cnn/video/playlists/royal-wedding-prince-harry-meghan-markle/,1810826,201,text/html
https://www.cnn.com/videos/health/2015/11/13/uterus-transplants-explained-cohen-mss-orig.cnn/video/playlists/your-body-sponsored/,1740467,188,text/html
https://www.cnn.com/2016/07/12/health/social-media-brain/index.html,1613376,212,text/html
https://www.cnn.com/videos/tv/2016/03/09/twl-journeys-colorado.cnn/video/playlists/wonder-list-bill-weir/,1820219,213,text/html
https://www.cnn.com/2017/03/06/health/social-media-isolation-study-trnd/index.html,1711984,192,text/html
https://www.cnn.com/videos/tv/2015/07/07/charles-manson-the-seventies.cnn/video/playlists/atv-the-seventies/,1839905,219,text/html
https://www.cnn.com/2017/12/27/health/video-game-disorder-who/index.html,1794533,238,text/html
https://www.cnn.com/videos/us/2015/09/10/orig-first-edible-urban-cricket-farm-youngstown-ohio-great-american-stories-crane.cnn/video/playlists/bugs-and-critters/,1796262,201,text/html
https://www.cnn.com/videos/world/2018/05/19/meghan-markle-prince-harry-first-look-exchange-royal-wedding.cnn/video/playlists/royal-wedding-prince-harry-meghan-markle/,1811106,203,text/html
https://www.cnn.com/videos/travel/2018/07/31/chef-missy-robbins-lilia-williamsburg-brooklyn-new-york-orig.cnn/video/playlists/travel/,1800366,205,text/html
https://www.cnn.com/travel/article/easter-island-things-to-do/index.html,130471,50,text/html
https://www.cnn.com/videos/us/2015/09/28/spider-gas-station-fire-orig.cnn/video/playlists/bugs-and-critters/,1794367,202,text/html
https://www.cnn.com/videos/world/2018/07/11/harry-meghan-ireland-visit-orig-vstan-bdk.cnn/video/playlists/royal-wedding-prince-harry-meghan-markle/,1810070,201,text/html
https://www.cnn.com/travel/article/malaysia-vacation-things-to-do/index.html,289460,90,text/html
https://www.cnn.com/videos/health/2015/11/25/orig-your-body-the-ultimate-guide-blood.cnn/video/playlists/your-body-sponsored/,1739590,188,text/html
https://www.cnn.com/travel/article/best-day-trips-from-kuala-lumpur/index.html,165384,54,text/html
https://www.cnn.com/videos/travel/2018/09/01/family-meal-new-orleans-emeril-lagasse.cnn/video/playlists/travel/,1801242,205,text/html
https://www.cnn.com/videos/health/2015/10/26/processed-meat-bowel-cancer-orig.cnn/video/playlists/your-body-sponsored/,1740054,188,text/html
https://www.cnn.com/videos/travel/2017/11/06/the-wonder-list-peru-2.cnn/video/playlists/wonder-list-bill-weir/,1821059,212,text/html
https://www.cnn.com/videos/tv/2015/06/15/nixon-enemies-list-john-dean-seventies.cnn/video/playlists/atv-the-seventies/,1841046,218,text/html
https://www.cnn.com/videos/travel-play/2018/06/14/chihuly-sculpture-biltmore.cnn/video/playlists/travel/,1798603,204,text/html
https://www.cnn.com/travel/article/malaysia-trip-things-to-know/index.html,148081,62,text/html
https://www.cnn.com/videos/tv/2016/03/09/twl-journeys-iceland.cnn/video/playlists/wonder-list-bill-weir/,1819659,213,text/html
https://www.cnn.com/videos/us/2016/04/30/rat-destroys-car-pkg.wsb/video/playlists/bugs-and-critters/,1794823,202,text/html
https://www.cnn.com/videos/world/2018/09/17/meghan-markle-grenfell-charity-lon-orig.cnn/video/playlists/royal-wedding-prince-harry-meghan-markle/,1810473,202,text/html
https://www.cnn.com/videos/tv/2015/07/28/seventies-bloody-sunday-northern-ireland.cnn/video/playlists/atv-the-seventies/,1838695,216,text/html
https://www.cnn.com/videos/health/2015/12/03/man-loses-150-pounds-10-months-weight-loss-pkg.wfft/video/playlists/your-body-sponsored/,1741114,189,text/html
https://www.cnn.com/videos/health/2016/05/13/savannah-georgia-murder-rates-crime-homicide-orig-cm.cnn/video/playlists/gun-violence-in-america/,1769674,193,text/html
https://www.cnn.com/videos/us/2015/10/24/thousands-of-spiders-bridge-ohio-pkg.wcmh-tv/video/playlists/bugs-and-critters/,1796263,202,text/html
https://www.cnn.com/videos/travel/2018/08/30/azerbaijan-mud-volcanoes.cnn/video/playlists/travel/,1799772,205,text/html
https://www.cnn.com/videos/politics/2018/05/25/bishop-curry-white-house-vigil-sot.cnn/video/playlists/royal-wedding-prince-harry-meghan-markle/,1775004,102,text/html
https://www.cnn.com/videos/health/2015/11/25/orig-your-body-dna-ms.cnn/video/playlists/your-body-sponsored/,1738898,188,text/html
https://www.cnn.com/videos/us/2016/01/04/bed-bugs-new-york-hotel-pkg.kabc/video/playlists/bugs-and-critters/,1796208,202,text/html
https://www.cnn.com/2016/08/24/health/proxima-b-centauri-rocky-planet-habitable-zone-neighbor-star/index.html,1811151,259,text/html
https://www.cnn.com/videos/tv/2015/07/13/seventies-gerald-ford-pardon.cnn/video/playlists/atv-the-seventies/,1840441,218,text/html
https://www.cnn.com/videos/tv/2016/03/09/twl-journeys-peru.cnn/video/playlists/wonder-list-bill-weir/,1819623,213,text/html
https://www.cnn.com/videos/world/2017/02/21/what-is-an-exoplanet-explainer-orig-aa.cnn/video/playlists/out-in-space/,1794435,204,text/html
http://www.cnn.com/2014/06/14/world/asia/malaysia-airlines-families-narendran/,83053,70,text/html
https://www.cnn.com/travel/article/photos-iceland-most-beautiful-places/index.html,149472,44,text/html
https://www.cnn.com/travel/article/wonder-list-bill-weir-iceland/index.html,215307,44,text/html
https://www.cnn.com/videos/health/2015/11/25/cnn-orig-your-body-tongue-sanjay-gupta.cnn/video/playlists/your-body-sponsored/,1739125,188,text/html
https://www.cnn.com/videos/tv/2015/06/15/saturday-night-massacre.cnn/video/playlists/atv-the-seventies/,1840055,218,text/html
https://www.cnn.com/travel/article/star-wars-destinations/index.html,236276,74,text/html
https://www.cnn.com/2018/07/24/politics/trump-tariffs-farmers/index.html,1671075,87,text/html
https://www.cnn.com/videos/world/2018/05/19/celebrity-guests-royal-wedding-sje-lm-lon-orig.cnn/video/playlists/royal-wedding-prince-harry-meghan-markle/,1810414,203,text/html
https://www.cnn.com/travel/article/newfoundland-canada-travel/index.html,140683,60,text/html
https://www.cnn.com/2016/03/28/health/cave-man-neanderthal-dna/index.html,1717895,197,text/html
https://www.cnn.com/travel/article/portugal-food/index.html,220618,85,text/html
https://www.cnn.com/videos/travel/2017/08/30/beaches-ditch-plains-montauk-new-york-usa.cnn/video/playlists/travel/,1800464,203,text/html
https://www.cnn.com/travel/article/10-wellness-retreats-spas/index.html,154881,57,text/html
https://www.cnn.com/videos/world/2018/05/22/prince-harry-meghan-markle-royal-wedding-official-photos-williams-newday.cnn/video/playlists/royal-wedding-prince-harry-meghan-markle/,1812407,204,text/html
https://www.cnn.com/videos/tv/2015/06/03/television-impact-the-seventies.cnn/video/playlists/atv-the-seventies/,1839052,216,text/html
https://www.cnn.com/travel/article/places-to-visit-may/index.html,170954,94,text/html
https://www.cnn.com/2018/07/24/politics/farmers-operatives-politics-trump-farm-aid-package/index.html,1674762,88,text/html
https://www.cnn.com/travel/article/lisbon-coolest-city/index.html,122264,57,text/html
https://www.cnn.com/travel/article/porto-vs-lisbon-portugal/index.html,264524,77,text/html
https://www.cnn.com/travel/article/portugal-douro/index.html,201020,85,text/html
https://www.cnn.com/profiles/anne-lagamayo,1580603,184,text/html
https://www.cnn.com/travel/article/portugal-douro-luxury-presidential-train/index.html,163473,58,text/html
https://www.cnn.com/videos/travel/2017/09/11/gallagher-guitars-wonder-list-handmade-orig-vstan.cnn/video/playlists/wonder-list-bill-weir/,1821342,212,text/html
https://www.cnn.com/2015/05/28/africa/ethiopia-fossil-hominin-ancestor/index.html,1785015,226,text/html
https://www.cnn.com/travel/article/green-vacations-sustainable-places/index.html,173285,65,text/html
https://www.cnn.com/travel/article/airbus-beluga-xl-new-design/index.html,116598,46,text/html
https://www.cnn.com/travel/article/madeira-portugal-atlantic-island/index.html,257439,101,text/html
https://www.cnn.com/videos/travel/2018/09/19/the-hms-endeavour-could-finally-be-found-orig-tc.cnn/video/playlists/travel/,1800143,203,text/html
https://www.cnn.com/2017/11/27/asia/australia-great-barrier-reef-coral/index.html,1821685,258,text/html
https://www.cnn.com/2016/01/28/tech/challenger-disaster-space-shuttle-anniversary/index.html,1738679,206,text/html
https://www.cnn.com/videos/tv/2015/07/28/seventies-terrorism-grows.cnn/video/playlists/atv-the-seventies/,1838320,216,text/html
https://www.cnn.com/videos/travel/2017/09/14/hats-by-bunn-harlem-wonder-list-handmade-orig-vstan.cnn/video/playlists/wonder-list-bill-weir/,1821060,212,text/html
https://www.cnn.com/2017/04/10/asia/great-barrier-reef-coral-bleaching/index.html,1717518,191,text/html
https://www.cnn.com/2016/12/08/health/smallpox-child-mummy-17th-century-lithuania/index.html,1723074,198,text/html
https://www.cnn.com/travel/article/ski-resorts-summer/index.html,204555,90,text/html
https://www.cnn.com/videos/world/2018/07/07/meghan-markle-british-accent-in-question-vpx.cnn/video/playlists/royal-wedding-prince-harry-meghan-markle/,1809927,203,text/html
https://www.cnn.com/videos/tv/2015/07/07/hillside-strangler-the-seventies.cnn/video/playlists/atv-the-seventies/,1840751,219,text/html
https://www.cnn.com/2015/09/09/health/leprosy-kalaupapa-hawaii/index.html,1646441,227,text/html
https://www.cnn.com/travel/article/hotel-lutetia-paris-refurbishment/index.html,140000,58,text/html
https://www.cnn.com/travel/article/great-barrier-reef-tourism-die/index.html,122788,53,text/html
https://www.cnn.com/2016/11/17/health/leprosy-red-squirrels/index.html,1590871,193,text/html
https://www.cnn.com/2017/06/26/asia/australia-great-barrier-reef-value/index.html,1777782,236,text/html
https://www.cnn.com/videos/travel/2018/09/05/aircraft-interiors-travel-orig.cnn/video/playlists/travel/,1799738,203,text/html
https://www.cnn.com/videos/travel/2018/09/06/thailand-folding-umbrella-train-market.cnn/video/playlists/travel/,1801103,204,text/html
https://www.cnn.com/style/amp/winnie-the-pooh-art-auction-trnd/index.html,64679,21,text/html
https://www.cnn.com/videos/travel/2015/03/09/sr71-blackbird-worlds-fastest-plane-orig-mg.cnn/video/playlists/travel/,1801296,206,text/html
https://www.cnn.com/travel/article/20-iconic-aircraft-vintage/index.html,261202,95,text/html
https://www.cnn.com/videos/travel/2018/08/10/las-vegas-attractions-chef-giada-de-laurentiis-orig-aa.cnn/video/playlists/travel/,1800544,205,text/html
https://www.cnn.com/travel/article/american-travelers-north-korea-ban/index.html,201550,50,text/html
https://www.cnn.com/videos/tv/2016/03/09/twl-behind-the-shot-cuba.cnn/video/playlists/wonder-list-bill-weir/,1821003,213,text/html
https://www.cnn.com/videos/travel/2018/09/19/south-africa-baggage-handler-viral-video-vpx.hln/video/playlists/travel/,1799794,203,text/html
https://www.cnn.com/videos/travel/2018/08/31/family-meal-new-orleans-dooky-chases.cnn/video/playlists/travel/,1800550,205,text/html
https://www.cnn.com/travel/article/louvre-beyonce-jay-z-tour/index.html,107181,55,text/html
https://www.cnn.com/travel/article/air-koryo-north-korea-dear-sky/index.html,140330,54,text/html
https://www.cnn.com/videos/foodanddrink/2018/08/14/lonely-planet-ultimate-eats-500-food-experiences.cnn/video/playlists/travel/,1801892,206,text/html
https://www.cnn.com/2017/06/26/us/weather-hail-climate-change/index.html,1720750,196,text/html
https://www.cnn.com/2017/04/15/opinions/overheating-of-great-barrier-reef-doubilet/index.html,1623202,209,text/html
https://www.cnn.com/videos/travel/2018/07/31/chef-missy-robbins-lilia-williamsburg-recipe-food-demo-orig.cnn/video/playlists/travel/,1799860,205,text/html
https://www.cnn.com/videos/travel/2018/09/12/airbus-a220-cockpit-tour.cnn/video/playlists/travel/,1798361,203,text/html
https://www.cnn.com/travel/article/eiffel-tower-guide/index.html,169721,64,text/html
https://www.cnn.com/travel/article/visit-korean-dmz/index.html,162629,65,text/html
https://www.cnn.com/videos/travel/2018/07/31/chef-michael-solomonov-zahav-philadelphia-orig.cnn/video/playlists/travel/,1801090,206,text/html
https://www.cnn.com/videos/world/2018/07/15/prince-harry-meghan-markle-ireland-gift-orig-ff.cnn/video/playlists/royal-wedding-prince-harry-meghan-markle/,1810003,201,text/html
https://www.cnn.com/videos/tv/2015/07/14/the-seventies-rise-of-ronald-reagan.cnn/video/playlists/atv-the-seventies/,1840522,218,text/html
https://www.cnn.com/travel/article/north-korea-airline-air-koryo-aviation-enthusiast-russian-airplanes/index.html,243413,52,text/html
https://www.cnn.com/travel/article/dolphin-bathing-ban/index.html,104190,51,text/html
https://www.cnn.com/2017/06/02/us/5-things-you-can-do-about-climate-change/index.html,1765334,231,text/html
https://www.cnn.com/videos/tv/2015/06/11/getting-real-tv-language-1970s.cnn/video/playlists/atv-the-seventies/,1838774,217,text/html
https://www.cnn.com/videos/us/2015/10/01/factory-of-future-breaking-ground-orig-ad.cnn/video/playlists/breaking-ground-orig/,1731080,184,text/html
https://www.cnn.com/travel/article/st-regis-hotel-singapore-kim-jong-un/index.html,131743,50,text/html
https://www.cnn.com/travel/article/cote-dazur-france/index.html,167955,68,text/html
https://www.cnn.com/profiles/phoebe-parke,1580615,188,text/html
https://www.cnn.com/2017/12/13/cnn-underscored/best-vr-viewers-shop/index.html,125854,3,text/html
https://www.cnn.com/videos/us/2015/10/01/ebola-vaccine-breaking-ground-orig-ad.cnn/video/playlists/breaking-ground-orig/,1729096,181,text/html
https://www.cnn.com/videos/world/2018/05/22/prince-harry-meghan-markle-first-post-wedding-appearance.cnn/video/playlists/royal-wedding-prince-harry-meghan-markle/,1811624,204,text/html
https://www.cnn.com/videos/tv/2015/07/07/jim-jones-jonestown-the-seventies.cnn/video/playlists/atv-the-seventies/,1841239,219,text/html
https://www.cnn.com/travel/article/worlds-best-restaurants-2018/index.html,162664,94,text/html
https://www.cnn.com/videos/us/2015/10/01/organ-printing-breaking-ground-orig-jl.cnn/video/playlists/breaking-ground-orig/,1730669,184,text/html
https://www.cnn.com/profiles/david-williams,1584271,198,text/html
https://www.cnn.com/travel/article/north-korea-nk-news-defectors/index.html,139218,56,text/html
