URLs Downloaded, size, # of outlinks found, content-type
https://www.cnn.com/2018/08/29/us/cardinal-wuerl-catholic-insurgency/index.html,1812276,237,text/html
https://www.cnn.com/2016/04/04/asia/beardyman/index.html,1710211,193,text/html
https://www.cnn.com/2018/01/22/us/pennsylvania-teen-high-school-stabbing-prison-sentence/index.html,1710369,185,text/html
https://www.cnn.com/2017/01/29/politics/trump-travel-ban-countries/index.html,1810602,145,text/html
https://www.cnn.com/2018/08/06/politics/obamas-beyonce-official-photos/index.html,1557737,99,text/html
https://www.cnn.com/2018/06/01/politics/bridging-the-divide-atlanta-police/index.html,1683619,91,text/html
https://www.cnn.com/2016/05/08/politics/donald-trump-gop-civil-war/index.html,1752163,143,text/html
https://www.cnn.com/videos/us/2015/01/06/weed-laws-by-state-ts-orig-chris-boyette.cnn,1802696,201,text/html
https://www.cnn.com/style/article/lotte-world-tower-fastest-double-elevator/index.html,310811,85,text/html
https://www.cnn.com/2018/07/30/politics/mormon-pop-stars-lgbt/index.html,1539986,78,text/html
https://www.cnn.com/2018/06/15/politics/bridging-the-divide-boy-scouts/index.html,1678344,90,text/html
https://www.cnn.com/2018/09/28/politics/eaton-d-c-art/index.html,1570243,97,text/html
https://www.cnn.com/2017/06/06/health/ruth-bader-ginsburg-workout-book-trnd/index.html,1710768,194,text/html
https://www.cnn.com/videos/us/2014/11/10/orig-guns-ballistics-expert-one-gun-four-murders.cnn,1804200,200,text/html
https://www.cnn.com/2018/09/10/politics/mac-miller-trump/index.html,1673598,97,text/html
https://www.cnn.com/style/amp/farnese-blue-diamond/index.html,75607,20,text/html
https://www.cnn.com/2018/06/25/us/permit-patty-san-francisco-trnd/index.html,1780020,224,text/html
https://www.cnn.com/2017/02/23/politics/cpac-donald-trump-conservative/index.html,1733935,114,text/html
https://www.cnn.com/2018/02/22/us/northeast-governors-gun-safety-coalition/index.html,1725890,187,text/html
https://www.cnn.com/2018/08/22/politics/trump-instagram-fox-news/index.html,1547535,87,text/html
https://www.cnn.com/2016/08/09/sport/phelps-face-olympics/index.html,1681859,281,text/html
https://www.cnn.com/2018/09/10/entertainment/anthony-bourdain-emmy-wins/index.html,1543595,89,text/html
https://www.cnn.com/2016/06/23/politics/sit-in-democrats-gun-vote/index.html,1707268,117,text/html
https://www.cnn.com/2017/06/20/politics/donald-trump-georgia-6th-district-voters/index.html,1737927,117,text/html
https://www.cnn.com/2018/07/18/politics/how-d-c-feels-about-itself/index.html,1552398,86,text/html
https://www.cnn.com/2018/09/25/politics/voter-registration-day-millennials-midterms/index.html,1554608,93,text/html
https://www.cnn.com/2016/12/02/health/johnson-and-johnson-depuy-hip-implants/index.html,1587742,187,text/html
https://www.cnn.com/2016/02/11/world/pope-mexico-trump/index.html,1895169,335,text/html
https://www.cnn.com/2018/05/31/us/massachusetts-accused-kidnapper-bodies-found/index.html,1711896,186,text/html
https://www.cnn.com/2018/08/02/politics/pope-death-penalty-us-politics/index.html,1677555,93,text/html
https://www.cnn.com/2018/08/08/politics/caitlyn-jenner-lobbying/index.html,1718780,113,text/html
https://www.cnn.com/2018/04/20/entertainment/prince-paisley-park-photos-released/index.html,1919213,262,text/html
https://www.cnn.com/2018/09/07/entertainment/celebrities-react-mac-miller-death/index.html,1552458,98,text/html
https://www.cnn.com/2018/01/18/us/ohio-courthouse-police-shooting/index.html,1589319,190,text/html
https://www.cnn.com/2017/01/31/politics/chris-christie-donald-trump-travel-ban/index.html,1736625,115,text/html
https://www.cnn.com/2018/09/17/entertainment/diversity-emmys/index.html,1544954,82,text/html
https://www.cnn.com/2016/08/10/sport/olympics-social-moments-trnd/index.html,1687217,299,text/html
https://www.cnn.com/2018/05/11/politics/bridging-the-divide-teaching-americans-sikhism/index.html,1695923,103,text/html
https://www.cnn.com/2017/08/21/us/third-baltimore-body-cam/index.html,1731162,190,text/html
https://www.cnn.com/2018/09/19/politics/dolly-parton-19th-amendment/index.html,1545740,86,text/html
https://www.cnn.com/2017/09/28/asia/moon-talk-asia/index.html,1786677,220,text/html
https://www.cnn.com/2016/08/12/sport/olympics-social-reaction-trnd/index.html,1713362,352,text/html
https://www.cnn.com/travel/article/kenya-best-bars/index.html,172490,64,text/html
https://www.cnn.com/2018/04/05/politics/john-kasich-new-hampshire/index.html,1719993,88,text/html
https://www.cnn.com/2015/10/01/politics/campaign-camper-introduction-2016-elections/index.html,1664978,86,text/html
https://www.cnn.com/travel/article/korean-scrub-mistress/index.html,139201,51,text/html
https://www.cnn.com/2017/01/17/europe/istanbul-reina-attack-arrest/index.html,1767448,234,text/html
https://www.cnn.com/2018/06/05/politics/alabama-african-american-women-candidates/index.html,1727780,87,text/html
https://www.cnn.com/travel/article/lonely-planet-best-destinations-asia-2018/index.html,128218,48,text/html
https://www.cnn.com/2016/08/17/sport/olympic-high-jump/index.html,1589475,189,text/html
https://www.cnn.com/travel/article/woljeongsa-temple-south-korea/index.html,106842,48,text/html
https://www.cnn.com/2018/05/25/politics/bridging-the-divide-abortion-politics-stories-support/index.html,1689426,99,text/html
https://www.cnn.com/2018/07/11/politics/black-eyed-peas-music-video-get-it/index.html,1545765,86,text/html
https://www.cnn.com/2015/06/18/world/pope-francis-climate-technology-encyclical/index.html,1937595,327,text/html
https://www.cnn.com/videos/politics/2018/04/11/immigration-through-decades-orig-vstan-cs-me.cnn,1755477,99,text/html
https://www.cnn.com/2016/12/05/politics/axelrod-trump-thin-skinned-cnntv/index.html,1667692,89,text/html
https://www.cnn.com/travel/article/asia-airports-worlds-best/index.html,190705,54,text/html
https://www.cnn.com/videos/health/2017/10/18/puerto-rico-one-month-after-hurricane-maria-without-power-and-running-water-orig-me-cm-ms.cnn,1818164,204,text/html
https://www.cnn.com/travel/article/tongyeong-south-korea/index.html,139783,53,text/html
https://www.cnn.com/2017/04/28/politics/jake-tapper-worse-days-than-trump-cnntv/index.html,1667433,84,text/html
https://www.cnn.com/travel/article/surfing-south-korea-dmz/index.html,129168,51,text/html
https://www.cnn.com/2018/07/10/politics/trump-2016-win-video/index.html,1548679,86,text/html
https://www.cnn.com/videos/politics/2018/06/21/trump-praising-authoritarian-leaders-orig-vstan-me.cnn,1761808,98,text/html
https://www.cnn.com/2015/12/15/middleeast/yemen-conflict-ceasefire/index.html,1692391,274,text/html
https://www.cnn.com/2018/05/18/politics/bridging-the-divide-disney-schenck/index.html,1556878,86,text/html
https://www.cnn.com/2015/12/08/us/chicago-police-coleman-taser-video/index.html,1730683,190,text/html
https://www.cnn.com/2018/07/30/politics/obama-biden-dog-tag-bakery/index.html,1668601,89,text/html
https://www.cnn.com/2016/08/29/us/kaepernick-national-anthem-gold-star-mom-response/index.html,1710396,189,text/html
https://www.cnn.com/videos/cnnmoney/2018/04/23/seniors-arizona-special-election.cnnmoney,1804988,202,text/html
https://www.cnn.com/2015/12/31/asia/china-new-aircraft-carrier/index.html,1798710,257,text/html
https://www.cnn.com/2015/12/29/world/journalists-killed-in-2015-report/index.html,1591177,187,text/html
https://www.cnn.com/2018/09/02/us/wuerl-mass-protest/index.html,1790153,223,text/html
https://www.cnn.com/2015/01/12/asia/pakistan-peshawar-school-shooting/index.html,1711264,188,text/html
https://www.cnn.com/2018/06/06/politics/capella-singapore-hotel/index.html,1553506,90,text/html
https://www.cnn.com/2017/06/09/politics/georgia-6-election-handel-ossoff-comey/index.html,1736088,117,text/html
https://www.cnn.com/travel/article/8-alternative-things-to-do-in-kenya/index.html,161871,62,text/html
https://www.cnn.com/2015/12/14/asia/philippines-typhoon-melor/index.html,1710874,188,text/html
https://www.cnn.com/2018/09/16/us/florence-sunday-wtc/index.html,1995177,381,text/html
https://www.cnn.com/2018/07/12/politics/ariana-grande-politics/index.html,1572121,89,text/html
https://www.cnn.com/2015/07/02/world/pope-francis-south-america-trip/index.html,1908631,317,text/html
https://www.cnn.com/videos/politics/2017/12/05/north-dakota-family-farm-drought-orig-vstan-me.cnn,1760557,99,text/html
https://www.cnn.com/2017/12/08/politics/roy-moore-voters-alabama/index.html,1750781,114,text/html
https://www.cnn.com/2017/04/21/entertainment/game-of-thrones-photos/index.html,1599706,109,text/html
https://www.cnn.com/2016/06/06/us/muhammad-ali-american-muslim/index.html,1894560,318,text/html
https://www.cnn.com/2016/11/09/politics/tom-cotton-waterboarding-torture/index.html,1691377,85,text/html
https://www.cnn.com/2018/04/11/health/korean-makeup-beauty-health-benefits/index.html,1611964,212,text/html
https://www.cnn.com/2016/12/30/us/17-things-to-watch-for-in-2017-trnd/index.html,1754650,213,text/html
https://www.cnn.com/2018/01/02/health/logan-paul-video/index.html,1790857,238,text/html
https://www.cnn.com/2017/01/26/politics/trump-bannon-media-attacks-mcmullin-tapper-cnntv/index.html,1668283,89,text/html
http://www.cnn.com/interactive/2016/02/politics/trump-kanye-who-tweeted/,16786,12,text/html
https://www.cnn.com/2017/12/14/politics/chris-murphy-gun-control-newtown-anniversary/index.html,1670462,89,text/html
https://www.cnn.com/2016/11/26/americas/fidel-castro-blog/index.html,1767505,221,text/html
https://www.cnn.com/2017/01/13/politics/obama-trump-60-minutes-interview/index.html,1869061,328,text/html
https://www.cnn.com/2018/03/28/health/pelvic-mesh-implant-australia-senate-intl/index.html,1611722,215,text/html
https://www.cnn.com/travel/article/taiwan-whisky-kavalan/index.html,137571,52,text/html
https://www.cnn.com/2018/06/13/politics/ivana-trump-diet-dietitians-obesity/index.html,1548795,89,text/html
https://www.cnn.com/2017/05/24/entertainment/roger-moore-marc-haynes-post/index.html,1821985,337,text/html
https://www.cnn.com/2017/04/13/entertainment/dabangg/index.html,1580915,106,text/html
https://www.cnn.com/2018/08/27/politics/parkland-school-board-election/index.html,1733699,92,text/html
https://www.cnn.com/2018/07/12/politics/how-reality-tv-took-over-politics/index.html,1709750,111,text/html
https://www.cnn.com/2018/03/29/asia/hip-hop-china-intl/index.html,1582690,193,text/html
https://www.cnn.com/2017/02/17/politics/donald-trump-make-america-great-again-iconic-hat/index.html,1660933,78,text/html
https://www.cnn.com/2016/12/08/politics/michigan-election-recount/index.html,1744129,115,text/html
https://www.cnn.com/2018/09/07/politics/john-legend-kanye-2024/index.html,1548531,91,text/html
https://www.cnn.com/2017/05/09/entertainment/justin-bieber-mumbai-india-concert/index.html,1546549,86,text/html
https://www.cnn.com/2018/05/11/politics/bridging-the-divide-series/index.html,1711910,81,text/html
https://www.cnn.com/2018/02/20/politics/trump-romney-tweets/index.html,1683567,110,text/html
https://www.cnn.com/2018/06/27/politics/trump-travel-ban-countries-intl/index.html,1807561,156,text/html
https://www.cnn.com/travel/article/things-brazil-does-better/index.html,164196,47,text/html
https://www.cnn.com/2018/07/17/politics/america-us-flag-51st-star/index.html,1710262,107,text/html
https://www.cnn.com/travel/article/best-rooftop-bars-restaurants/index.html,281919,121,text/html
https://www.cnn.com/2018/08/15/us/pennsylvania-catholic-sex-abuse-vatican/index.html,1744235,201,text/html
https://www.cnn.com/travel/article/best-water-slides/index.html,162225,74,text/html
https://www.cnn.com/travel/article/fernando-de-noronha-brazil/index.html,133651,49,text/html
https://www.cnn.com/travel/article/coolest-nationalities/index.html,175224,57,text/html
https://www.cnn.com/travel/article/instagram-stories-most-tagged-cities/index.html,115894,55,text/html
https://www.cnn.com/2018/03/21/europe/first-polar-bear-cub-uk-intl/index.html,1710475,195,text/html
https://www.cnn.com/travel/article/manaus-brazil-things-to-do/index.html,134764,62,text/html
https://www.cnn.com/2016/11/08/politics/myvote-esb-projections-cnntv/index.html,1542896,84,text/html
https://www.cnn.com/travel/article/carnival-in-rio-2017/index.html,104003,45,text/html
https://www.cnn.com/travel/article/paralympian-karen-darke-quest-79/index.html,142546,52,text/html
https://www.cnn.com/videos/politics/2017/10/19/ruleville-hospital-state-magazine-orig-me.cnn,1758268,99,text/html
https://www.cnn.com/travel/article/brazil-pantanal-wetlands/index.html,148240,51,text/html
https://www.cnn.com/2017/10/05/politics/military-transgender-ban-lawsuit/index.html,1685872,88,text/html
https://www.cnn.com/2017/03/31/health/worlds-strongest-coffee/index.html,1719660,196,text/html
https://www.cnn.com/2017/03/15/politics/mark-cuban-presidential-run-2020-the-lead-cnntv/index.html,1666015,84,text/html
https://www.cnn.com/2015/01/13/living/muslims-respond-hebdo/index.html,1721892,200,text/html
https://www.cnn.com/travel/article/selfie-fight-trevi-fountain/index.html,123614,57,text/html
https://www.cnn.com/2014/12/19/living/atheist-10-commandments/index.html,1743061,174,text/html
https://www.cnn.com/2018/09/14/politics/tech-culture-wars/index.html,1552990,97,text/html
https://www.cnn.com/videos/health/2017/11/20/puerto-rico-death-count-vstan-orig-me.cnn,1809413,202,text/html
https://www.cnn.com/2016/12/09/politics/naacp-cornell-william-brooks-trump-transition-cnntv/index.html,1666669,86,text/html
https://www.cnn.com/2017/10/30/asia/north-korea-rock-band-documentary-laibach/index.html,1735198,211,text/html
https://www.cnn.com/travel/article/rome-in-a-day/index.html,194352,70,text/html
https://www.cnn.com/2015/06/25/living/atheist-president-gallup/index.html,1707223,284,text/html
https://www.cnn.com/2018/09/04/politics/just-do-it-activism/index.html,1550889,93,text/html
https://www.cnn.com/2017/01/21/politics/trump-cia-inauguration-barrack-smerconish-cnntv/index.html,1667628,85,text/html
https://www.cnn.com/2018/04/12/politics/immigration-fight-veterans-daca/index.html,1721577,92,text/html
https://www.cnn.com/travel/article/matera-italy/index.html,142957,61,text/html
https://www.cnn.com/2018/05/01/asia/china-peppa-pig-censorship-intl/index.html,1714635,190,text/html
https://www.cnn.com/2018/08/21/politics/2018-vmas-politics/index.html,1603665,136,text/html
https://www.cnn.com/2017/12/18/entertainment/k-pop-jonghyun-shinee-death-intl/index.html,1791241,166,text/html
https://www.cnn.com/2017/11/27/politics/blitzer-facts-first-trump-cnn-international-cnntv/index.html,1688313,96,text/html
https://www.cnn.com/2013/05/29/living/closet-design-inspiration/index.html,1586948,185,text/html
https://www.cnn.com/2018/02/12/politics/daca-twins-deported-or-deployed-tapper-cnntv/index.html,1667035,83,text/html
https://www.cnn.com/2017/07/20/politics/donald-trump-history-lesson/index.html,1768337,141,text/html
https://www.cnn.com/2017/02/16/politics/trump-cummings-meeting-news-conference-cnntv/index.html,1668172,88,text/html
https://www.cnn.com/2018/04/22/asia/kim-jong-un-three-theories-intl/index.html,1703509,187,text/html
https://www.cnn.com/2016/10/26/politics/wolf-blitzer-donald-trump-kellyanne-conway/index.html,1670055,90,text/html
https://www.cnn.com/2018/04/26/asia/korea-summit-what-to-know-intl/index.html,1781365,219,text/html
https://www.cnn.com/2016/08/05/opinions/donald-trump-bs-artist-fareed-take/index.html,1772891,218,text/html
https://www.cnn.com/2017/01/21/politics/womens-march-protest-hats/index.html,1736730,115,text/html
https://www.cnn.com/2018/03/26/asia/china-tiangong-1-intl/index.html,1720353,197,text/html
https://www.cnn.com/travel/article/venice-sit-down-fine/index.html,120616,53,text/html
https://www.cnn.com/travel/article/florence-street-eating-ban/index.html,170179,56,text/html
https://www.cnn.com/2016/05/12/politics/jimmy-kimmel-vice-president-cnn/index.html,1681508,85,text/html
https://www.cnn.com/2017/04/27/politics/100-days-that-changed-america/index.html,1654865,77,text/html
https://www.cnn.com/2018/04/22/asia/india-china-xi-modi-intl/index.html,1592580,195,text/html
https://www.cnn.com/2018/02/07/asia/k-pop-olympics-aoa-intl/index.html,1595356,194,text/html
https://www.cnn.com/2017/09/18/health/opioid-crisis-tapper-epidemic-ohio/index.html,1714204,193,text/html
https://www.cnn.com/2017/05/04/politics/chris-collins-gop-health-care-bill-cnntv/index.html,1665544,83,text/html
https://www.cnn.com/2015/10/02/us/pope-gay-washington/index.html,1747073,217,text/html
https://www.cnn.com/2017/04/25/politics/sheryl-sandberg-husband-death-jake-tapper-interview-cnntv/index.html,1665301,83,text/html
https://www.cnn.com/2018/08/08/politics/sessions-church-complaint-dropped/index.html,1670085,87,text/html
https://www.cnn.com/2018/01/23/cnn-underscored/better-sleep-habits-shop/index.html?iid=underscoredrelatedlink,123349,3,text/html
https://www.cnn.com/2018/04/10/asia/rohingya-myanmar-soldiers-jailed-intl/index.html,1717902,194,text/html
https://www.cnn.com/2017/10/08/asia/jay-park-jay-z-roc-nation/index.html,1611872,204,text/html
https://www.cnn.com/2017/04/07/politics/tulsi-gabbard-assad-chemical-weapons-blitzer-cnntv/index.html,1667274,83,text/html
https://www.cnn.com/travel/article/venice-italy-best-hotels/index.html,271738,76,text/html
https://www.cnn.com/2017/01/26/politics/trump-voter-fraud-naacp-brooks-blitzer-cnntv/index.html,1667445,84,text/html
https://www.cnn.com/travel/article/hong-kong-wwf-map/index.html,123992,48,text/html
https://www.cnn.com/2018/05/28/asia/taiwan-china-explainer-intl/index.html,1799745,240,text/html
https://www.cnn.com/travel/article/sardinia-sand-theft-fines/index.html,200117,53,text/html
https://www.cnn.com/2017/06/28/politics/schiff-trump-dereliction-of-duty-russia-cnntv/index.html,1739755,118,text/html
https://www.cnn.com/travel/article/insider-guide-venice/index.html,278262,49,text/html
https://www.cnn.com/2018/03/15/us/five-cosby-accusers-testify-retrial/index.html,1724438,186,text/html
https://www.cnn.com/2017/09/25/politics/jeffries-trump-racial-arsonist-sheets-cnntv/index.html,1735229,115,text/html
https://www.cnn.com/2017/12/28/health/no-diet-healthy-eating-weight-loss-drayer/index.html,1655781,230,text/html
https://www.cnn.com/2018/05/20/europe/royal-wedding-harry-meghan-markle-day-after-intl/index.html,1783699,230,text/html
https://www.cnn.com/2018/05/01/politics/michael-cohen-donald-trump-taxi-taxes/index.html,1543633,84,text/html
https://www.cnn.com/2015/04/07/health/athlete-soreness-yoga/index.html,1611306,202,text/html
https://www.cnn.com/2017/01/23/politics/cia-trump-panetta-blitzer-cnntv/index.html,1668838,88,text/html
https://www.cnn.com/2016/11/10/politics/naacp-cornell-brooks-trump-voter-suppression/index.html,1667105,85,text/html
https://www.cnn.com/2018/04/24/asia/china-north-korea-intl/index.html,1759100,203,text/html
https://www.cnn.com/2015/05/12/living/pew-religion-study/index.html,1815898,235,text/html
https://www.cnn.com/2016/07/08/us/w-kamau-bell-daddy-police-officer-killed/index.html,1585078,186,text/html
https://www.cnn.com/2016/09/23/health/best-worst-sugar-workout/index.html,1647320,253,text/html
https://www.cnn.com/2017/06/28/us/flint-stabbing-suspect-detention-hearing/index.html,1712716,188,text/html
http://www.cnn.com/HEALTH/indepth.food/explainers/protein.facts.html,30776,61,text/html
https://www.cnn.com/2018/04/25/asia/japan-south-korea-summit-dessert-map-intl/index.html,1589478,188,text/html
https://www.cnn.com/2018/02/21/app-news-section/stand-up-parkland-shooting-survivors-mobile-videos/index.html,1807558,195,text/html
https://www.cnn.com/2016/01/28/health/weight-loss-exercise-plateau/index.html,1611011,206,text/html
https://www.cnn.com/2018/05/13/politics/hagee-jeffress-us-embassy-jerusalem/index.html,1751376,132,text/html
https://www.cnn.com/2018/06/22/politics/kfile-seth-grossman/index.html,1553436,108,text/html
https://www.cnn.com/2018/06/15/politics/kfile-clarke-thesis-revision/index.html,1550416,85,text/html
https://www.cnn.com/2018/04/26/asia/north-korea-summit-how-we-got-here-intl/index.html,1711684,208,text/html
https://www.cnn.com/2018/06/01/politics/kfile-cvs-trump-advocacy-group/index.html,1546120,86,text/html
https://www.cnn.com/2017/09/12/us/texas-plano-mass-shooting-at-cowboys-watch-party/index.html,1586512,184,text/html
https://www.cnn.com/2016/12/09/politics/trump-tweet-woman-cyber-bullied-cnntv/index.html,1668872,89,text/html
https://www.cnn.com/2014/04/29/health/upwave-weight-sleeping/index.html,1731386,183,text/html
https://www.cnn.com/2016/12/06/politics/van-jones-messy-truth-cnntv/index.html,1669172,87,text/html
https://www.cnn.com/2018/04/13/politics/kfile-hhs-official-obama-clinton-treason/index.html,1546946,96,text/html
https://www.cnn.com/2017/11/12/asia/rohingya-crisis-timeline/index.html,1694728,196,text/html
https://www.cnn.com/2016/11/03/politics/jason-chaffetz-donald-trump-wolf-blitzer/index.html,1667777,85,text/html
https://www.cnn.com/2017/05/25/politics/montana-assault-jake-tapper-democracy-cnntv/index.html,1666546,85,text/html
https://www.cnn.com/2017/06/03/asia/north-korea-new-un-sanctions/index.html,1594168,189,text/html
https://www.cnn.com/2014/02/26/us/mount-everest-wing-suit-jump/index.html,1696155,176,text/html
https://www.cnn.com/2018/04/27/asia/moon-jae-in-kim-jong-un-first-meeting-what-they-said-intl/index.html,1762380,212,text/html
https://www.cnn.com/2018/06/07/politics/corey-stewart-paul-nehlen-payment-fundraising-list/index.html,1675215,102,text/html
https://www.cnn.com/2018/08/08/politics/kfile-corey-stewart-southern-secession/index.html,1671152,92,text/html
https://www.cnn.com/videos/us/2018/02/28/parkland-florida-school-shooting-first-day-back-orig-mss.cnn,1786531,196,text/html
https://www.cnn.com/2016/01/25/sport/british-rowers-pacific-ocean/index.html,1749607,206,text/html
https://www.cnn.com/2016/12/23/politics/israel-un-vote-white-house-response-rhodes-cnntv/index.html,1668463,86,text/html
https://www.cnn.com/2014/12/30/health/dailyburn-exercise-empty/index.html,1594053,193,text/html
https://www.cnn.com/2018/04/27/politics/kfile-gop-gubernatorial-candidate-website-language/index.html,1546610,87,text/html
https://www.cnn.com/2015/11/05/sport/gallery/seaxplorer-superyacht-icebreaker/index.html,1624912,218,text/html
https://www.cnn.com/specials/cnn-10-ideas,1705495,201,text/html
https://www.cnn.com/2016/05/23/us/tapper-cartoon-dilbert/index.html,1711373,191,text/html
https://www.cnn.com/2017/11/10/politics/roy-moore-adam-kinzinger-gop-response-sexual-allegations-cnntv/index.html,1664904,83,text/html
https://www.cnn.com/2018/05/12/politics/beto-orourke-texas-senate-pac-spending/index.html,1738891,116,text/html
https://www.cnn.com/2014/11/20/worldsport/gallery/extreme-sports/index.html,1615634,216,text/html
https://www.cnn.com/2018/09/10/politics/mia-love-campaign-funds/index.html,1552847,90,text/html
https://www.cnn.com/2017/05/24/politics/jfk100-caroline-kennedy-100th-birthday/index.html,1703990,87,text/html
https://www.cnn.com/2015/05/18/sport/gallery/base-jumping/index.html,1587452,194,text/html
https://www.cnn.com/travel/article/places-to-visit-january/index.html,172100,101,text/html
https://www.cnn.com/2017/08/02/asia/88-rising-asian-rap/index.html,1619793,224,text/html
https://www.cnn.com/2018/08/16/politics/corey-stewart-stereotypes-nfl-players/index.html,1675137,98,text/html
https://www.cnn.com/2018/08/13/politics/keith-ellison-denies-allegations/index.html,1667371,84,text/html
https://www.cnn.com/2018/06/21/politics/illegal-entry-cases-dropped-texas/index.html,1678006,91,text/html
https://www.cnn.com/2018/06/28/politics/corey-stewart-aide-conspiracy-theories/index.html,1555396,114,text/html
https://www.cnn.com/2017/06/05/health/tuna-recall-hepatitis-a/index.html,1709254,189,text/html
https://www.cnn.com/2018/05/21/politics/kfile-john-loudon-tweets/index.html,1551606,104,text/html
https://www.cnn.com/2017/05/17/entertainment/shinee-kpop-interview/index.html,1591519,125,text/html
https://www.cnn.com/2016/01/20/tech/future-of-adventure-flying-hoverboards/index.html,1797593,243,text/html
https://www.cnn.com/2018/04/18/us/karen-mcdougal-ami-settlement/index.html,1713662,190,text/html
https://www.cnn.com/2017/11/09/asia/kris-wu-hip-hop-rap-exo-china/index.html,1612039,205,text/html
https://www.cnn.com/2016/01/26/politics/democratic-candidates-snapchat-cnn-discover-iowa/index.html,1672140,86,text/html
https://www.cnn.com/2017/11/28/asia/myanmar-yangon-muslim-community-rohingya/index.html,1715036,193,text/html
https://www.cnn.com/2017/12/22/health/doctor-opioid-prescription/index.html,1780582,229,text/html
https://www.cnn.com/travel/article/six-reasons-to-visit-kenya-swahili-coast/index.html,148800,53,text/html
https://www.cnn.com/2017/08/15/us/boston-holocaust-memorial-vandalized/index.html,1773009,225,text/html
https://www.cnn.com/2018/06/12/us/women-kiss-then-kicked-out-of-uber/index.html,1713664,188,text/html
https://www.cnn.com/2017/06/30/us/new-york-city-transit-emergency/index.html,1599224,209,text/html
https://www.cnn.com/travel/article/laos-vientiane-past-and-present/index.html,120399,50,text/html
https://www.cnn.com/travel/article/romantic-movie-locations/index.html,113851,45,text/html
https://www.cnn.com/travel/article/maya-bay-thailand-closing/index.html,118319,50,text/html
https://www.cnn.com/2018/04/01/asia/tiangong-1-china-space-lab-falls-intl/index.html,1778514,225,text/html
https://www.cnn.com/travel/article/macys-thanksgiving-day-parade-feat/index.html,175533,54,text/html
https://www.cnn.com/travel/article/hurawalhi-5-8-underwater-restaurant/index.html,168799,48,text/html
https://www.cnn.com/2018/05/17/us/new-jersey-school-bus-crash/index.html,1776267,218,text/html
https://www.cnn.com/2018/03/20/asia/taiwan-china-xi-jinping-intl/index.html,1746902,205,text/html
https://www.cnn.com/2017/02/24/politics/jake-tapper-white-house-trump-unamerican-cnntv/index.html,1751905,130,text/html
https://www.cnn.com/2016/04/07/entertainment/alan-rickman-galaxy-quest-2-feat/index.html,1665006,84,text/html
https://www.cnn.com/2018/08/14/politics/ice-immigrants-trap-lawsuit-aclu/index.html,1554177,82,text/html
https://www.cnn.com/2017/07/21/asia/justin-bieber-banned-beijing/index.html,1711734,194,text/html
https://www.cnn.com/2017/11/25/asia/myanmar-buddhist-nationalism-mabatha/index.html,1711877,196,text/html
https://www.cnn.com/travel/article/expansion-hong-kong-disneyland/index.html,176307,59,text/html
https://www.cnn.com/2018/06/07/politics/kfile-mcsally-daca-video/index.html,1548600,90,text/html
https://www.cnn.com/2018/07/24/us/mark-hausknecht-wife-georgia-hsieh/index.html,1719576,192,text/html
https://www.cnn.com/2017/11/28/asia/singapore-domestic-helpers-maids/index.html,1600926,190,text/html
https://www.cnn.com/travel/article/africa-food-dishes/index.html,198054,79,text/html
https://www.cnn.com/2018/07/05/politics/kfile-kelli-ward-husband-tweets/index.html,1549882,105,text/html
https://www.cnn.com/2018/07/20/politics/kfile-jason-lewis-racial-comments/index.html,1755230,132,text/html
https://www.cnn.com/2017/12/25/asia/south-china-sea-2017-intl/index.html,1739515,196,text/html
https://www.cnn.com/2018/03/29/asia/tiangong-1-china-space-lab-intl/index.html,1779551,227,text/html
https://www.cnn.com/travel/article/bill-bensley-luxury-resort-designer/index.html,177172,53,text/html
https://www.cnn.com/travel/article/world-most-popular-destinations-2017/index.html,148582,44,text/html
https://www.cnn.com/2017/05/22/asia/south-korea-park-goes-on-trial/index.html,1719875,195,text/html
https://www.cnn.com/2016/12/18/entertainment/zsa-zsa-gabor-dies/index.html,2136115,469,text/html
https://www.cnn.com/specials/politics/coverline,1528921,84,text/html
https://www.cnn.com/2018/05/25/entertainment/harvey-weinstein-to-surrender/index.html,1799479,138,text/html
https://www.cnn.com/2018/04/03/politics/trump-dod-appointee-resigns-birther/index.html,1667934,96,text/html
https://www.cnn.com/2018/07/27/politics/kfile-jason-lewis-government-assistance/index.html,1751441,125,text/html
https://www.cnn.com/2018/07/18/politics/kfile-jason-lewis/index.html,1552553,91,text/html
https://www.cnn.com/2017/06/15/politics/schiff-obstruction-of-justice-donald-trump-cnntv/index.html,1667342,84,text/html
https://www.cnn.com/2017/06/05/asia/mayday-rock-band-taiwan-asian-beatles/index.html,1636739,229,text/html
https://www.cnn.com/travel/article/soneva-jani-maldives/index.html,175737,51,text/html
https://www.cnn.com/2014/10/21/politics/florida-debate-bing-pulse/index.html,1716494,72,text/html
https://www.cnn.com/travel/article/best-native-american-restaurants/index.html,180076,69,text/html
https://www.cnn.com/2017/04/27/entertainment/china-acrush-boy-band-androgny/index.html,1589017,122,text/html
http://www.cnn.com/2011/US/08/29/911.muslim.widow/,57895,39,text/html
https://www.cnn.com/2018/07/19/us/hhs-operations/index.html,1596131,190,text/html
https://www.cnn.com/2018/07/10/politics/american-idiot-charting-in-the-uk/index.html,1551037,90,text/html
https://www.cnn.com/2018/08/19/politics/mtv-vmas-video-message/index.html,1553986,94,text/html
